	UW Yr	Class	IS_CRED	Terr	Commission	Prof Comm	BROKER_PRESENT	Signed %	ULR/ALR
6536	17	C	1	Asia	0.27	0.08	1	0.7125	0.01
6537	18	C	1	Asia	0.27	0.08	1	0.7125	0.2
6538	20	C	1	Asia	0.27	0.08	1	0.7125	0.35
6540	16	C	1	Asia	0.4	0.0	1	0.35	0.01
6541	17	B	0	Asia	0.3	0.175	0	0.05	0.2
6542	18	B	0	Asia	0.31	0.185	0	0.05	0.5
6543	19	B	0	Asia	0.335	0.205	0	0.065	0.3
6544	20	B	0	Asia	0.335	0.205	0	0.105	0.45
6548	17	B	0	North America	0.45	0.4	0	0.03	0.37
6549	18	B	0	North America	0.45	0.4	0	0.03	0.3
6550	19	B	0	North America	0.45	0.4	0	0.03	0.2
6551	20	B	0	North America	0.45	0.4	0	0.03	0.2
6563	16	B	0	Latin America	0.4	0.4	1	0.25	0.35
6566	17	C	1	Emerging Europe	0.3	0.25	0	0.8	0.55
6574	17	B	0	Asia	0.38	0.1	1	0.05	0.4
6575	18	B	0	Asia	0.4	0.1	1	0.05	0.5
6576	19	B	0	Asia	0.4	0.1	1	0.1	0.5
6577	20	B	0	Asia	0.4	0.1	1	0.08	0.5
6591	16	B	0	Western Europe	0.25	0.0	1	0.1	0.5
6592	18	B	0	Western Europe	0.25	0.0	1	0.1	0.5
6593	19	B	0	Western Europe	0.25	0.0	1	0.1	0.4
6600	17	B	0	Emerging Europe	0.35	0.35	0	0.35	0.67
6601	18	B	0	Emerging Europe	0.35	0.35	0	0.4	0.67
6602	19	B	0	Emerging Europe	0.35	0.35	0	0.38	0.43
6603	20	B	0	Emerging Europe	0.35	0.35	0	0.38	0.45
6606	17	B	0	Latin America	0.415	0.32	0	0.18	0.35
6607	18	B	0	Latin America	0.415	0.32	0	0.18	0.35
6608	19	B	0	Latin America	0.415	0.32	0	0.15	0.35
6609	17	B	0	Emerging Europe	0.3	0.25	1	0.9	0.3
6610	18	B	0	Emerging Europe	0.3	0.25	1	0.9	0.3
6611	19	B	0	Emerging Europe	0.3	0.25	1	0.9	0.322
6612	20	B	0	Emerging Europe	0.3	0.25	1	0.9	0.32899999999999996
6613	17	B	0	Emerging Europe	0.3	0.25	1	0.15	0.01
6614	18	B	0	Emerging Europe	0.3	0.25	1	0.15	0.5
6615	19	B	0	Emerging Europe	0.3	0.25	1	0.15	0.55
6616	20	B	0	Emerging Europe	0.3	0.25	1	0.27	0.55
6631	17	C	1	Asia	0.25	0.0	0	0.13	0.6
6632	18	C	1	Asia	0.2675	0.0	0	0.13	0.55
6633	19	C	1	Asia	0.2675	0.0	0	0.13	0.55
6634	20	C	1	Asia	0.2875	0.0	0	0.13	0.5
6637	17	C	1	Asia	0.25	0.0	0	0.195	0.6
6638	18	C	1	Asia	0.25	0.0	0	0.195	2.75
6639	19	C	1	Asia	0.2675	0.0	0	0.195	0.55
6640	20	C	1	Asia	0.2875	0.0	0	0.195	0.5
6643	17	C	1	Asia	0.125	0.0	1	0.05405	0.5
6644	17	B	0	Asia	0.35	0.45	1	0.02	0.3
6645	18	B	0	Asia	0.35	0.45	1	0.02	0.45
6646	19	B	0	Asia	0.35	0.5	1	0.015	0.45
6647	20	B	0	Asia	0.175	0.0	1	0.015	0.45
6654	19	C	1	Emerging Europe	0.2275	0.0	1	0.9	0.21420000000000003
6655	17	B	0	Latin America	0.38	0.25	1	0.2	0.5902000000000001
6656	18	B	0	Latin America	0.38	0.25	1	0.16	0.2
6662	18	B	0	Western Europe	0.325	0.2	1	0.15	0.5
6663	19	B	0	Western Europe	0.335	0.2	0	0.15	0.5
6664	20	B	0	Western Europe	0.345	0.2	0	0.15	0.5
6668	18	B	0	Western Europe	0.37	0.0	1	0.1125	0.5
6669	19	B	0	Western Europe	0.37	0.0	1	0.1125	0.5
6670	20	B	0	Western Europe	0.38	0.0	1	0.1125	0.5
6673	18	B	0	Emerging Europe	0.32	0.0	1	0.28	0.5
6674	19	B	0	Emerging Europe	0.32	0.0	1	0.28	0.5
6675	18	C	1	Emerging Europe	0.33	0.2	1	0.0055000000000000005	0.65
6676	19	C	1	Emerging Europe	0.32	0.2	1	0.0275	0.5
6677	20	C	1	Emerging Europe	0.33	0.2	1	0.0385	0.5
6685	18	B	0	Africa	0.32	0.225	1	0.09	0.6
6686	19	B	0	Africa	0.32	0.225	1	0.018000000000000002	0.45
6687	20	B	0	Africa	0.3	0.3	1	0.018000000000000002	0.45
6689	18	B	0	Africa	0.32	0.225	1	0.0833	0.35
6690	19	B	0	Africa	0.32	0.225	1	0.0167	0.5
6691	20	B	0	Africa	0.3	0.3	1	0.0167	0.01
6694	18	C	1	Asia	0.25	0.08	1	0.665	0.3
6697	18	C	1	Asia	0.225	0.2	1	0.1875	0.6
6698	18	B	0	Emerging Europe	0.3	0.0	1	0.8	1.8781999999999999
6699	19	B	0	Emerging Europe	0.15	0.0	1	0.7	0.7
6701	19	B	0	North America	0.525	0.475	1	0.015	0.2
6702	20	B	0	North America	0.525	0.475	1	0.03	0.2
6710	19	B	0	Emerging Europe	0.325	0.2	1	0.15	0.5
6711	20	B	0	Emerging Europe	0.34	0.2	1	0.12	0.5
6722	19	B	0	Western Europe	0.4	0.0	1	0.0525	1.4518
6723	19	C	1	Western Europe	0.385	0.2	1	0.0075	0.6712
6724	20	C	1	Western Europe	0.385	0.2	1	0.0525	0.5
6726	19	B	0	Asia	0.35	0.0	0	0.0483	0.35
6727	20	B	0	Asia	0.35	0.0	0	0.07200000000000001	0.35
6729	19	C	1	Western Europe	0.275	0.0	1	0.0008	0.3
6730	20	C	1	Western Europe	0.275	0.0	1	0.0007000000000000001	0.4
6731	20	B	0	Western Europe	0.35	0.37	0	0.04	0.4
6732	20	B	0	Western Europe	0.165	0.0	1	0.35	0.4
6735	20	B	0	Emerging Europe	0.38	0.38	1	0.0858	0.4
6744	20	C	1	Emerging Europe	0.36	0.25	1	0.11380000000000001	0.56
6757	20	B	0	Western Europe	0.275	0.0	1	0.07	0.5
6771	20	B	0	Latin America	0.41	0.0	1	0.1308	0.25
