	UW Yr	Class	IS_CRED	Terr	Commission	Prof Comm	BROKER_PRESENT	Signed %	ULR/ALR
1873	8	B	0	Western Europe	0.29	0.0	1	0.12	0.45
1874	9	B	0	Western Europe	0.3	0.0	0	0.12	0.5
1875	10	B	0	Western Europe	0.3	0.0	0	0.22	5.5
1883	8	C	1	Latin America	0.4	0.0	0	0.42	0.1
1884	9	C	1	Latin America	0.4	0.0	0	0.42	0.28
1885	10	C	1	Latin America	0.29	0.0	0	0.42	0.45
1887	12	C	1	Latin America	0.4	0.0	0	0.42	0.2
1889	14	C	1	Latin America	0.4	0.0	0	0.42	0.05
1890	15	C	1	Latin America	0.4	0.0	0	0.42	0.05
1891	16	C	1	Latin America	0.4	0.0	0	0.42	0.05
1892	17	C	1	Latin America	0.4	0.0	0	0.42	0.1
1893	18	C	1	Latin America	0.4	0.0	0	0.42	0.2
1894	19	C	1	Latin America	0.4	0.0	0	0.42	0.1
1895	20	C	1	Latin America	0.4	0.0	0	0.42	0.2
1903	8	B	0	Asia	0.3	0.25	0	0.1	0.2
1904	9	B	0	Asia	0.3	0.25	0	0.1	0.1
1905	10	B	0	Asia	0.3	0.25	0	0.05	1.5019999999999998
1906	11	B	0	Asia	0.3	0.25	0	0.05	0.9
1907	12	B	0	Asia	0.325	0.25	0	0.05	0.47
1908	13	B	0	Asia	0.325	0.275	0	0.05	1.05
1909	14	B	0	Asia	0.325	0.275	0	0.05	1.9
1910	15	B	0	Asia	0.325	0.3	0	0.05	0.5
1913	18	B	0	Asia	0.325	0.3	1	0.16	0.495
1914	19	B	0	Asia	0.315	0.3	1	0.14	0.54
1931	8	C	1	Asia	0.3	0.25	0	0.07	0.5
1932	9	C	1	Asia	0.3	0.25	0	0.07	0.05
1933	10	C	1	Asia	0.3	0.25	0	0.05	0.01
1934	11	C	1	Asia	0.3	0.25	0	0.05	0.13
1935	12	C	1	Asia	0.325	0.25	0	0.07	0.09
1936	13	C	1	Asia	0.325	0.275	0	0.05	0.4
1937	14	C	1	Asia	0.325	0.275	0	0.05	0.7789
1938	15	C	1	Asia	0.325	0.3	0	0.05	0.4
1941	18	C	1	Asia	0.325	0.3	1	0.16	0.45
1942	19	C	1	Asia	0.325	0.3	1	0.14	0.45
1956	8	B	0	Asia	0.25	0.0	1	0.0325	0.27
1957	9	B	0	Asia	0.25	0.0	1	0.026000000000000002	0.05
1958	10	B	0	Asia	0.25	0.0	1	0.03	0.26
1959	11	B	0	Asia	0.29	0.0	1	0.03	0.1
1960	12	B	0	Asia	0.3	0.0	1	0.035	0.15
1961	13	B	0	Asia	0.3	0.0	1	0.035	0.15
1962	14	B	0	Asia	0.33	0.0	1	0.035	0.213
1963	15	B	0	Asia	0.33	0.0	1	0.035	0.075
1964	16	B	0	Asia	0.35	0.0	1	0.0335	0.2
1965	17	B	0	Asia	0.35	0.0	1	0.052300000000000006	0.302
1966	18	B	0	Asia	0.35	0.0	1	0.052300000000000006	0.302
1967	19	B	0	Asia	0.37	0.0	1	0.052300000000000006	0.302
1968	20	B	0	Asia	0.37	0.0	1	0.052300000000000006	0.3
1973	8	C	1	Middle East & North Africa	0.275	0.0	0	0.2693	0.5
1981	8	C	1	Middle East & North Africa	0.4225	0.0	0	0.7	0.06
1982	9	C	1	Middle East & North Africa	0.2825	0.0	0	0.49	0.58
1983	10	C	1	Middle East & North Africa	0.4225	0.0	0	0.49	0.26
1984	11	C	1	Middle East & North Africa	0.4225	0.0	0	0.7	0.145
1991	18	C	1	Middle East & North Africa	0.3	0.2	0	0.084	6.2001
1992	19	C	1	Middle East & North Africa	0.3	0.2	0	0.084	6.9616999999999996
2007	11	C	1	Middle East & North Africa	0.4225	0.0	0	1.0	0.025
2008	12	C	1	Middle East & North Africa	0.4125	0.0	0	1.0	0.41
2009	13	C	1	Middle East & North Africa	0.4525	0.0	0	1.0	0.135
2027	8	C	1	Middle East & North Africa	0.38	0.25	0	0.4	0.2
2028	9	C	1	Middle East & North Africa	0.38	0.25	0	0.4	0.2
2029	10	C	1	Middle East & North Africa	0.38	0.25	0	0.4	0.23
2030	11	C	1	Middle East & North Africa	0.38	0.25	0	0.4	0.15
2031	12	C	1	Middle East & North Africa	0.38	0.25	0	0.4	0.2
2032	13	C	1	Middle East & North Africa	0.38	0.25	0	0.4	0.07
2033	14	C	1	Middle East & North Africa	0.38	0.25	0	0.4	0.2
2034	15	C	1	Middle East & North Africa	0.38	0.25	0	0.3	0.35
2035	16	C	1	Middle East & North Africa	0.35	0.25	0	0.3	0.092
2036	17	C	1	Middle East & North Africa	0.35	0.25	0	0.3	0.3428
2037	18	C	1	Middle East & North Africa	0.35	0.25	0	0.3	0.395
2038	19	C	1	Middle East & North Africa	0.3	0.25	0	0.2	2.5102
2039	20	C	1	Middle East & North Africa	0.3	0.25	0	0.2	1.0843
2084	8	C	1	Emerging Europe	0.3	0.0	0	0.2	2.75
2085	12	C	1	Emerging Europe	0.3	0.3	1	0.06	2.17
2086	13	C	1	Emerging Europe	0.3	0.3	1	0.048	0.84
2087	14	C	1	Emerging Europe	0.25	0.0	1	0.048	0.45
2088	15	C	1	Emerging Europe	0.27	0.0	1	0.036000000000000004	1.2538
2089	16	C	1	Emerging Europe	0.29	0.25	1	0.045	0.9
2090	17	C	1	Emerging Europe	0.29	0.25	1	0.036000000000000004	0.8423
2091	18	C	1	Emerging Europe	0.29	0.25	1	0.039	0.7861142999999999
2092	19	C	1	Emerging Europe	0.3	0.25	1	0.03	0.6037
2093	20	C	1	Emerging Europe	0.295	0.25	1	0.0385	0.6
2154	7	C	1	Middle East & North Africa	0.425	0.0	1	0.35	0.05
2155	8	C	1	Middle East & North Africa	0.37	0.3	1	0.3325	0.02
2156	9	C	1	Middle East & North Africa	0.37	0.3	1	0.3325	0.05
2157	10	C	1	Middle East & North Africa	0.37	0.325	1	0.3325	0.01
2158	11	C	1	Middle East & North Africa	0.38	0.35	1	0.3325	0.11
2159	12	C	1	Middle East & North Africa	0.37	0.375	1	0.3325	0.1
2160	13	C	1	Middle East & North Africa	0.38	0.375	1	0.3325	0.16
2161	14	C	1	Middle East & North Africa	0.38	0.4	1	0.3325	0.5770000000000001
2162	15	C	1	Middle East & North Africa	0.38	0.4	1	0.3325	0.17800000000000002
2163	16	C	1	Middle East & North Africa	0.38	0.4	1	0.3325	1.5985
2164	17	C	1	Middle East & North Africa	0.38	0.4	1	0.3325	0.5
2165	18	C	1	Middle East & North Africa	0.4	0.4	1	0.2328	0.34700000000000003
2166	19	C	1	Middle East & North Africa	0.38	0.4	1	0.2328	0.261
2167	20	C	1	Middle East & North Africa	0.3	0.25	1	0.245	0.902
2171	9	C	1	Middle East & North Africa	0.37	0.3	1	0.35	0.02
2172	10	C	1	Middle East & North Africa	0.37	0.325	1	0.35	0.01
2173	11	C	1	Middle East & North Africa	0.38	0.35	1	0.35	0.01
2174	12	C	1	Middle East & North Africa	0.37	0.375	1	0.35	0.01
2175	13	C	1	Middle East & North Africa	0.38	0.375	1	0.35	0.01
2176	14	C	1	Middle East & North Africa	0.38	0.4	1	0.35	0.013999999999999999
2177	15	C	1	Middle East & North Africa	0.38	0.4	1	0.35	0.057999999999999996
2178	16	C	1	Middle East & North Africa	0.38	0.4	1	0.35	0.292
2179	17	C	1	Middle East & North Africa	0.38	0.4	1	0.35	0.371
2180	18	C	1	Middle East & North Africa	0.4	0.4	1	0.245	2.5572999999999997
2181	19	C	1	Middle East & North Africa	0.38	0.4	1	0.245	1.8
2182	20	C	1	Middle East & North Africa	0.3	0.25	1	0.245	0.55
2220	8	B	0	Emerging Europe	0.31	0.0	1	0.124	0.1
2221	9	B	0	Emerging Europe	0.31	0.0	1	0.147	0.1
2223	11	B	0	Emerging Europe	0.31	0.0	1	0.147	0.4
2224	12	B	0	Emerging Europe	0.31	0.0	1	0.147	0.3
2225	13	B	0	Emerging Europe	0.31	0.0	1	0.147	0.35
2226	14	B	0	Emerging Europe	0.31	0.0	1	0.147	0.05
2227	15	B	0	Emerging Europe	0.31	0.2	1	0.147	1.6
2228	16	B	0	Emerging Europe	0.31	0.2	1	0.147	0.7
2229	17	B	0	Emerging Europe	0.37	0.2	1	0.06	1.5
2230	18	B	0	Emerging Europe	0.37	0.2	1	0.06	0.4
2231	19	B	0	Emerging Europe	0.37	0.2	1	0.07200000000000001	0.4
2232	20	B	0	Emerging Europe	0.37	0.2	1	0.036000000000000004	0.45
2245	8	C	1	Emerging Europe	0.25	0.0	1	0.124	1.53
2246	9	C	1	Emerging Europe	0.25	0.0	1	0.147	0.9
2247	10	C	1	Emerging Europe	0.376	0.0	1	0.18059999999999998	0.47
2248	11	C	1	Emerging Europe	0.25	0.0	1	0.147	1.12
2249	12	C	1	Emerging Europe	0.25	0.0	1	0.147	0.88
2250	13	C	1	Emerging Europe	0.355	0.0	1	0.147	0.4
2251	14	C	1	Emerging Europe	0.41100000000000003	0.0	1	0.147	0.42
2252	15	C	1	Emerging Europe	0.34299999999999997	0.0	1	0.147	0.5329999999999999
2253	16	C	1	Emerging Europe	0.27	0.0	1	0.147	0.81
2254	17	C	1	Emerging Europe	0.39	0.2	1	0.06	0.67
2255	18	C	1	Emerging Europe	0.39	0.2	1	0.06	0.675
2256	19	C	1	Emerging Europe	0.405	0.0	1	0.07200000000000001	0.4
2257	20	C	1	Emerging Europe	0.355	0.0	1	0.036000000000000004	0.55
2310	8	B	0	Latin America	0.35	0.25	0	0.1	0.1
2311	9	B	0	Latin America	0.35	0.25	0	0.1	0.2
2312	10	B	0	Latin America	0.35	0.25	0	0.05	0.05
2313	11	B	0	Latin America	0.35	0.25	0	0.15	0.05
2314	12	B	0	Latin America	0.35	0.25	0	0.15	0.62
2315	13	B	0	Latin America	0.35	0.25	0	0.075	0.1
2316	14	B	0	Latin America	0.38	0.275	0	0.125	0.1
2317	15	B	0	Latin America	0.38	0.35	0	0.1125	0.44299999999999995
2318	16	B	0	Latin America	0.38	0.35	0	0.125	0.2
2319	17	B	0	Latin America	0.39	0.4	0	0.125	0.2
2320	18	B	0	Latin America	0.4	0.4	0	0.125	0.2
2321	19	B	0	Latin America	0.4	0.4	0	0.125	0.25
2322	20	B	0	Latin America	0.41	0.4	0	0.125	0.25
2404	9	B	0	Latin America	0.35	0.2	0	0.1313	1.0
2405	10	B	0	Latin America	0.35	0.2	0	0.1313	0.1
2406	11	B	0	Latin America	0.35	0.2	0	0.1313	0.1
2407	12	B	0	Latin America	0.375	0.2	0	0.12	0.2
2408	13	B	0	Latin America	0.32	0.0	0	0.15	0.57
2409	14	B	0	Latin America	0.32	0.0	0	0.15	0.6
2410	15	B	0	Latin America	0.32	0.0	0	0.15	0.4
2411	16	B	0	Latin America	0.41	0.2	0	0.15	0.4
2412	17	B	0	Latin America	0.41	0.2	0	0.15	0.4
2413	18	B	0	Latin America	0.41	0.2	0	0.15	0.46649999999999997
2414	19	B	0	Latin America	0.4	0.2	0	0.15	0.4
2415	20	B	0	Latin America	0.4	0.2	0	0.15	0.4
2443	8	C	1	Middle East & North Africa	0.2	0.0	1	0.39	1.03
2444	9	C	1	Middle East & North Africa	0.35	0.0	1	0.39	0.05
2447	15	C	1	Middle East & North Africa	0.225	0.0	1	0.1	0.5968
2448	16	C	1	Middle East & North Africa	0.375	0.0	1	0.1	0.05
2449	17	C	1	Middle East & North Africa	0.38	0.0	1	0.1	0.3
2450	18	C	1	Middle East & North Africa	0.4	0.0	1	0.1	0.39
2451	19	C	1	Middle East & North Africa	0.4	0.0	1	0.1	0.4
2452	20	C	1	Middle East & North Africa	0.3	0.0	0	0.0857	0.5
2484	8	C	1	Middle East & North Africa	0.35	0.0	0	0.5	0.15
2485	9	C	1	Middle East & North Africa	0.255	0.0	0	0.5	0.6
2486	10	C	1	Middle East & North Africa	0.36	0.0	0	0.36	0.22
2487	11	C	1	Middle East & North Africa	0.35	0.0	0	0.3	0.4
2488	12	C	1	Middle East & North Africa	0.295	0.0	0	0.3	0.52
2489	13	C	1	Middle East & North Africa	0.36	0.0	0	0.3	0.368
2490	14	C	1	Middle East & North Africa	0.36	0.25	0	0.27	0.3128
2491	15	C	1	Middle East & North Africa	0.23	0.0	0	0.27	1.7113999999999998
2492	16	C	1	Middle East & North Africa	0.36	0.0	0	0.25	0.35
2493	17	C	1	Middle East & North Africa	0.225	0.0	0	0.25	0.7297
2494	18	C	1	Middle East & North Africa	0.255	0.0	0	0.25	0.5808
2495	19	C	1	Middle East & North Africa	0.3	0.25	0	0.25	0.47100000000000003
2496	20	C	1	Middle East & North Africa	0.33	0.25	0	0.25	0.47
2518	14	C	1	Middle East & North Africa	0.35	0.25	0	0.32	0.01
2519	15	C	1	Middle East & North Africa	0.35	0.0	0	0.32	0.01
2520	16	C	1	Middle East & North Africa	0.35	0.0	0	0.32	0.01
2521	17	C	1	Middle East & North Africa	0.35	0.0	0	0.32	0.096
2522	18	C	1	Middle East & North Africa	0.35	0.0	0	0.32	0.096
2523	19	C	1	Middle East & North Africa	0.5	0.25	0	0.32	0.096
2524	20	C	1	Middle East & North Africa	0.5	0.25	0	0.32	0.15
2527	14	C	1	Middle East & North Africa	0.32	0.25	0	0.46	0.017
2528	15	C	1	Middle East & North Africa	0.32	0.25	0	0.46	0.336
2529	16	C	1	Middle East & North Africa	0.32	0.25	0	0.415	0.2208
2530	17	C	1	Middle East & North Africa	0.32	0.25	0	0.415	0.36619999999999997
2531	18	C	1	Middle East & North Africa	0.32	0.25	0	0.415	0.7
2532	19	C	1	Middle East & North Africa	0.32	0.25	0	0.415	1.1131
2533	20	C	1	Middle East & North Africa	0.32	0.25	0	0.415	0.541
2580	8	C	1	Emerging Europe	0.375	0.3	0	0.11900000000000001	0.8
2581	9	C	1	Emerging Europe	0.375	0.3	0	0.11900000000000001	0.77
2582	10	C	1	Emerging Europe	0.275	0.3	0	0.11900000000000001	0.25
2583	11	C	1	Emerging Europe	0.275	0.3	0	0.11900000000000001	0.29
2584	12	C	1	Emerging Europe	0.35	0.3	0	0.11900000000000001	0.52
2585	13	C	1	Emerging Europe	0.35	0.32	0	0.11900000000000001	0.856
2586	14	C	1	Emerging Europe	0.35	0.32	0	0.11900000000000001	0.42200000000000004
2587	15	C	1	Emerging Europe	0.35	0.32	0	0.102	0.49200000000000005
2588	16	C	1	Emerging Europe	0.35	0.32	0	0.102	0.4094
2589	17	C	1	Emerging Europe	0.35	0.32	0	0.09	0.5811
2590	18	C	1	Emerging Europe	0.35	0.32	0	0.07200000000000001	0.5798
2591	19	C	1	Emerging Europe	0.35	0.32	0	0.07200000000000001	0.5285
2592	20	C	1	Emerging Europe	0.35	0.32	0	0.066	0.5
2602	10	B	0	Latin America	0.3	0.5	1	0.1	0.05
2603	11	B	0	Latin America	0.4	0.5	1	0.2	0.01
2604	12	B	0	Latin America	0.4	0.5	1	0.2	0.01
2605	13	B	0	Latin America	0.4	0.5	1	0.175	0.02
2606	14	B	0	Latin America	0.4	0.5	1	0.175	0.03
2607	15	B	0	Latin America	0.4	0.5	1	0.175	1.4019
2608	9	C	1	Latin America	0.195	0.0	0	0.2	0.65
2609	10	C	1	Latin America	0.2	0.0	1	0.25	0.01
2610	11	C	1	Latin America	0.2	0.0	1	0.35	0.36
2611	12	C	1	Latin America	0.2	0.0	1	0.35	0.6
2612	13	C	1	Latin America	0.2	0.0	1	0.35	0.1
2613	14	C	1	Latin America	0.2	0.0	1	0.35	1.45
2614	15	C	1	Latin America	0.2	0.0	1	0.35	0.8
2626	7	C	1	North America	0.245	0.0	1	0.06	1.6
2639	4	C	1	North America	0.38	0.0	1	0.09	0.2
2645	7	C	1	North America	0.325	0.0	1	0.07	0.62
2646	8	C	1	North America	0.325	0.0	1	0.07	0.75
2647	9	C	1	North America	0.5	0.0	1	0.08	0.1
2648	10	C	1	North America	0.45	0.0	1	0.08	0.15
2649	11	C	1	North America	0.325	0.0	1	0.08	0.7
2650	12	C	1	North America	0.5	0.0	1	0.064	0.1
2651	13	C	1	North America	0.35	0.0	1	0.04	0.45
2652	14	C	1	North America	0.435	0.0	1	0.02	0.3
2714	8	B	0	Asia	0.25	0.0	1	0.08	0.541
2715	10	B	0	Asia	0.25	0.0	1	0.015	0.08
2716	11	B	0	Asia	0.28	0.0	1	0.015	0.05
2717	12	B	0	Asia	0.28	0.0	1	0.015	0.25
2718	15	B	0	Asia	0.45	0.0	1	0.06	0.1
2719	16	B	0	Asia	0.45	0.0	1	0.06	0.22
2822	8	C	1	Emerging Europe	0.15	0.0	0	0.525	1.13
2823	9	C	1	Emerging Europe	0.15	0.0	0	0.525	0.8
2824	10	C	1	Emerging Europe	0.15	0.0	0	0.525	1.0
2825	11	C	1	Emerging Europe	0.15	0.0	0	0.495	0.7
2826	12	C	1	Emerging Europe	0.25	0.0	0	0.4959	0.3
2827	13	C	1	Emerging Europe	0.15	0.0	0	0.4667	0.4
2828	14	C	1	Emerging Europe	0.25	0.0	0	0.5334	0.15
2829	15	C	1	Emerging Europe	0.25	0.0	0	0.5334	0.21
2830	16	C	1	Emerging Europe	0.25	0.0	0	0.5334	0.32
2871	8	C	1	Africa	0.36	0.275	1	0.018799999999999997	0.6
2872	9	C	1	Africa	0.35	0.275	1	0.01875	0.675
2873	10	C	1	Africa	0.3	0.3	1	0.01875	0.315
2874	11	C	1	Africa	0.34	0.3	1	0.015	0.28
2875	12	C	1	Africa	0.34	0.35	1	0.015	0.5
2876	13	C	1	Africa	0.35	0.38	1	0.015	0.63
2877	14	C	1	Africa	0.34	0.36	1	0.015	0.6349
2878	17	C	1	Africa	0.385	0.25	1	0.015	0.71
2879	18	C	1	Africa	0.385	0.25	1	0.05	0.59
2880	19	C	1	Africa	0.385	0.25	1	0.05	0.65
2881	20	C	1	Africa	0.32	0.0	1	0.05	1.0774
3027	8	C	1	Western Europe	0.325	0.25	1	0.035	0.81
3028	9	C	1	Western Europe	0.325	0.25	1	0.021	0.3
3029	10	C	1	Western Europe	0.325	0.25	1	0.021	0.37
3030	11	C	1	Western Europe	0.325	0.25	1	0.012	0.3
3031	12	C	1	Western Europe	0.325	0.25	1	0.012	1.61
3032	13	C	1	Western Europe	0.325	0.25	1	0.00875	0.72
3033	14	C	1	Western Europe	0.325	0.25	1	0.008125	0.7844
3034	15	C	1	Western Europe	0.33	0.25	1	0.007312999999999999	1.6444
3035	16	C	1	Western Europe	0.34	0.25	1	0.007312999999999999	0.601
3036	17	C	1	Western Europe	0.32	0.25	1	0.013999999999999999	0.7715000000000001
3037	18	C	1	Western Europe	0.32	0.25	1	0.013999999999999999	1.1887999999999999
3038	19	C	1	Western Europe	0.32	0.25	1	0.02	0.5
3039	20	C	1	Western Europe	0.31	0.0	1	0.0245	0.55
3113	8	B	0	Latin America	0.39	0.25	0	0.011000000000000001	2.0
3116	8	C	1	Latin America	0.32	0.25	0	0.013000000000000001	2.04
3119	12	B	0	Latin America	0.35	0.5	0	0.07	1.15
3120	13	B	0	Latin America	0.35	0.425	0	0.07	1.22
3121	14	B	0	Latin America	0.35	0.35	0	0.07	0.85
3122	15	B	0	Latin America	0.35	0.0	0	0.035	0.75
3133	8	C	1	Latin America	0.25	0.0	0	0.325	0.05
3134	13	B	0	Latin America	0.425	0.445	1	0.035	0.1
3135	14	B	0	Latin America	0.425	0.445	1	0.035	0.1
3136	15	B	0	Latin America	0.43	0.45	1	0.05	0.1
3137	16	B	0	Latin America	0.44	0.45	1	0.04	0.15
3138	17	B	0	Latin America	0.43	0.45	1	0.05	0.2
3139	18	B	0	Latin America	0.46	0.45	1	0.05	0.35
3140	19	B	0	Latin America	0.44	0.45	1	0.05	0.25
3141	20	B	0	Latin America	0.44	0.45	1	0.05	0.35
3144	8	B	0	Latin America	0.375	0.435	1	0.025	0.18
3145	9	B	0	Latin America	0.375	0.435	1	0.025	0.25
3276	8	C	1	Emerging Europe	0.37	0.2	1	0.2	1.45
3277	9	C	1	Emerging Europe	0.41	0.0	1	0.2	0.38
3278	10	C	1	Emerging Europe	0.33	0.0	1	0.2	0.5
3279	11	C	1	Emerging Europe	0.23	0.0	1	0.2	0.66
3280	12	C	1	Emerging Europe	0.23	0.0	1	0.2	0.7
3281	13	C	1	Emerging Europe	0.24	0.0	1	0.26	0.78
3282	14	C	1	Emerging Europe	0.44	0.0	1	0.273	0.34020000000000006
3283	15	C	1	Emerging Europe	0.38	0.0	1	0.273	0.45
3284	16	C	1	Emerging Europe	0.26649999999999996	0.0	1	0.273	0.75
3285	17	C	1	Emerging Europe	0.33	0.0	1	0.273	0.85
3286	18	C	1	Emerging Europe	0.33	0.0	1	0.273	0.75
3287	19	C	1	Emerging Europe	0.33	0.0	1	0.2275	0.65
3288	20	C	1	Emerging Europe	0.36	0.25	1	0.1365	0.56
3422	13	C	1	Latin America	0.225	0.0	0	1.0	4.06
3424	15	C	1	Latin America	0.09	0.0	0	1.0	2.315
3425	13	C	1	Latin America	0.225	0.0	0	1.0	0.35
3427	15	C	1	Latin America	0.09	0.0	0	1.0	0.35
3505	8	C	1	Latin America	0.35	0.3	0	0.052199999999999996	1.57
3514	9	B	0	Latin America	0.35	0.15	0	0.035	0.3
3515	9	B	0	Latin America	0.35	0.25	1	0.0248	0.2
3516	10	B	0	Latin America	0.365	0.25	1	0.0233	1.0
3540	9	B	0	Emerging Europe	0.35	0.4	1	0.15	0.4
3541	10	B	0	Emerging Europe	0.35	0.4	1	0.165	1.5
3542	11	B	0	Emerging Europe	0.35	0.4	1	0.16	1.18
3543	12	B	0	Emerging Europe	0.35	0.4	1	0.16	0.4
3544	13	B	0	Emerging Europe	0.44	0.0	1	0.16	0.35
3545	14	B	0	Emerging Europe	0.41	0.0	1	0.15	0.32
3546	15	B	0	Emerging Europe	0.41	0.0	1	0.165	0.35
3547	16	B	0	Emerging Europe	0.32	0.0	1	0.17	0.55
3548	17	B	0	Emerging Europe	0.35	0.0	1	0.1775	0.5025
3549	18	B	0	Emerging Europe	0.37060000000000004	0.0	1	0.1775	0.5
3550	19	B	0	Emerging Europe	0.37060000000000004	0.0	1	0.1775	0.5
3551	20	B	0	Emerging Europe	0.37060000000000004	0.0	1	0.1775	0.5
3619	8	C	1	Asia	0.33	0.3	0	0.5	0.38
3638	8	B	0	Emerging Europe	0.26	0.25	1	0.35	2.6
3660	8	B	0	Asia	0.275	0.0	1	0.16	0.2
3661	9	B	0	Asia	0.275	0.0	1	0.16	0.15
3662	10	B	0	Asia	0.275	0.0	1	0.175	0.25
3663	11	B	0	Asia	0.28	0.0	1	0.175	0.55
3664	12	B	0	Asia	0.28	0.0	1	0.175	0.18
3665	13	B	0	Asia	0.28	0.0	1	0.175	0.25
3666	14	B	0	Asia	0.3	0.0	1	0.174	0.125
3667	15	B	0	Asia	0.31	0.0	1	0.174	0.35700000000000004
3668	16	B	0	Asia	0.315	0.0	1	0.174	0.324
3669	17	B	0	Asia	0.315	0.0	1	0.1918	0.345
3670	18	B	0	Asia	0.325	0.0	1	0.1918	0.35
3671	19	B	0	Asia	0.325	0.0	1	0.1435	0.35
3672	20	B	0	Asia	0.325	0.0	1	0.1234	0.35
3675	7	C	1	Asia	0.3	0.0	1	0.05	0.14
3676	8	C	1	Asia	0.3	0.0	1	0.06	0.15
3677	9	C	1	Asia	0.3	0.0	1	0.06	0.23
3678	10	C	1	Asia	0.3	0.0	1	0.06	0.25
3679	11	C	1	Asia	0.3	0.0	1	0.06	0.1
3680	12	C	1	Asia	0.3	0.0	1	0.06	0.201
3681	13	C	1	Asia	0.3	0.0	1	0.07	0.08199999999999999
3682	14	C	1	Asia	0.32	0.0	1	0.07	0.015
3683	15	C	1	Asia	0.33	0.0	1	0.07	0.018000000000000002
3684	16	C	1	Asia	0.345	0.0	1	0.07	0.06
3685	17	C	1	Asia	0.355	0.0	1	0.07	0.05
3686	18	C	1	Asia	0.355	0.0	1	0.07	0.25
3687	19	C	1	Asia	0.36	0.0	1	0.07	0.35
3688	20	C	1	Asia	0.36	0.0	1	0.07	0.35
3744	8	C	1	Western Europe	0.3	0.25	1	0.04	1.25
3745	9	C	1	Western Europe	0.33	0.3	1	0.03	0.4
3746	10	C	1	Western Europe	0.3	0.25	1	0.02	0.35
3747	11	C	1	Western Europe	0.3	0.25	1	0.02	0.7
3748	12	C	1	Western Europe	0.3	0.25	1	0.02	1.6237000000000001
3749	13	C	1	Western Europe	0.28	0.25	1	0.04	0.58
3750	14	C	1	Western Europe	0.28	0.25	1	0.04	0.75
3751	15	C	1	Western Europe	0.28	0.25	1	0.03	0.85
3752	16	C	1	Western Europe	0.28	0.25	1	0.03	0.45
3753	17	C	1	Western Europe	0.28	0.25	1	0.039	0.5013123
3754	18	C	1	Western Europe	0.28	0.25	1	0.057	0.45
3755	19	C	1	Western Europe	0.3	0.25	1	0.021	0.583
3756	20	C	1	Western Europe	0.31	0.25	1	0.021	0.583
3764	8	C	1	Western Europe	0.325	0.0	1	0.0925	1.8
3765	9	C	1	Western Europe	0.31	0.0	1	0.075	0.8
3766	10	C	1	Western Europe	0.4	0.0	1	0.036000000000000004	0.45
3767	11	C	1	Western Europe	0.3025	0.0	1	0.037000000000000005	0.52
3768	12	C	1	Western Europe	0.36	0.3	1	0.04	0.48
3769	13	C	1	Western Europe	0.36	0.3	1	0.027999999999999997	0.9531000000000001
3770	14	C	1	Western Europe	0.36	0.3	1	0.027999999999999997	1.235
3771	15	C	1	Western Europe	0.36	0.3	1	0.024	1.1298000000000001
3772	16	C	1	Western Europe	0.33	0.3	1	0.03	0.5405042
3773	17	C	1	Western Europe	0.33	0.0	1	0.03	0.5386
3774	18	C	1	Western Europe	0.33	0.0	1	0.04	0.45
3775	19	C	1	Western Europe	0.35	0.0	1	0.02	0.5911
3776	20	C	1	Western Europe	0.36	0.0	1	0.027999999999999997	0.55
3779	13	C	1	Western Europe	0.3	0.0	1	0.02	0.58
3910	8	C	1	North America	0.34	0.3	0	0.013000000000000001	1.24
3920	8	B	0	Western Europe	0.375	0.25	0	0.0155	0.35
3925	8	B	0	Western Europe	0.375	0.25	0	0.009000000000000001	0.3
3936	8	C	1	Western Europe	0.22	0.0	0	0.011000000000000001	1.83
3944	8	C	1	Western Europe	0.23	0.0	0	0.013000000000000001	1.4
3983	8	B	0	North America	0.425	0.3	0	0.011000000000000001	0.66
3993	8	B	0	Western Europe	0.4	0.0	1	0.013999999999999999	1.081
3994	8	B	0	Western Europe	0.4	0.0	1	0.049	0.69
4006	8	C	1	Latin America	0.425	0.3	0	0.07	0.3
4007	9	C	1	Latin America	0.425	0.3	0	0.07	0.4
4008	10	C	1	Latin America	0.425	0.3	0	0.099	0.35
4009	11	C	1	Latin America	0.425	0.3	0	0.099	0.15
4023	8	C	1	Emerging Europe	0.2	0.0	0	0.5	2.3
4024	9	C	1	Emerging Europe	0.35	0.0	0	0.5	0.05
4025	10	C	1	Emerging Europe	0.35	0.0	0	0.2917	0.15
4026	11	C	1	Emerging Europe	0.3	0.0	0	0.2917	0.1
4027	12	C	1	Emerging Europe	0.21	0.0	0	0.2917	1.05
4028	13	C	1	Emerging Europe	0.33	0.0	0	0.2917	0.16
4029	14	C	1	Emerging Europe	0.33	0.0	1	0.31	0.16
4030	15	C	1	Emerging Europe	0.31	0.0	1	0.31	0.2
4038	8	B	0	Western Europe	0.39	0.325	0	0.07	1.52
4039	9	B	0	Western Europe	0.37	0.325	0	0.07	0.56
4040	10	B	0	Western Europe	0.355	0.325	0	0.07	0.15
4041	11	B	0	Western Europe	0.355	0.325	0	0.07	0.7
4042	12	B	0	Western Europe	0.355	0.35	0	0.07	0.2
4043	13	B	0	Western Europe	0.34	0.0	0	0.07	0.3
4044	14	B	0	Western Europe	0.35	0.0	0	0.07	0.15
4045	15	B	0	Western Europe	0.32	0.0	0	0.07	0.4
4046	16	B	0	Western Europe	0.33	0.3	0	0.07	0.4
